name,population
"Aracati, CE",74084
"Aracoiaba, CE",26437
"Ararendá, CE",10901
"Araripe, CE",21550
"Aratuba, CE",11346
"Arneiroz, CE",7836
"Assaré, CE",23417
"Aurora, CE",24699
"Baixio, CE",6272
"Banabuiú, CE",18151
"Barbalha, CE",60155
"Barreira, CE",22362
"Barro, CE",22593
"Barroquinha, CE",14989
"Baturité, CE",35575
"Beberibe, CE",53421
"Bela Cruz, CE",32593
"Boa Viagem, CE",54440
"Brejo Santo, CE",49109
"Camocim, CE",63408
"Campos Sales, CE",27409
"Canindé, CE",78049
"Capistrano, CE",17793
"Caridade, CE",22427
"Cariré, CE",18802
"Caririaçu, CE",27095
"Cariús, CE",18950
"Carnaubal, CE",17747
"Cascavel, CE",71499
"Catarina, CE",20562
"Catunda, CE",10437
"Caucaia, CE",363982
"Cedro, CE",25249
"Chaval, CE",13047
"Choró, CE",13476
"Chorozinho, CE",19345
"Coreaú, CE",23258
"Crateús, CE",74982
"Crato, CE",131372
"Croatá, CE",17994
"Cruz, CE",24131
"Deputado Irapuan Pinheiro, CE",9585
"Ererê, CE",7211
"Eusébio, CE",52880
"Farias Brito, CE",18882
"Forquilha, CE",24169
"Fortaleza, CE",2643247
"Fortim, CE",16357
"Frecheirinha, CE",13758
"General Sampaio, CE",6956
"Graça, CE",15423
"Granja, CE",54729
"Granjeiro, CE",4469
"Groaíras, CE",11076
"Guaiúba, CE",26472
"Guaraciaba do Norte, CE",39713
"Guaramiranga, CE",3595
"Hidrolândia, CE",20352
"Horizonte, CE",66114
"Ibaretama, CE",13317
"Ibiapina, CE",24995
"Ibicuitinga, CE",12419
"Icapuí, CE",19804
"Icó, CE",67972
"Iguatu, CE",103255
"Independência, CE",26168
"Ipaporanga, CE",11587
"Ipaumirim, CE",12439
"Ipu, CE",41873
"Ipueiras, CE",38205
"Iracema, CE",14227
"Irauçuba, CE",24003
"Itaiçaba, CE",7787
"Itaitinga, CE",39518
"Itapajé, CE",52240
"Itapipoca, CE",128135
"Itapiúna, CE",20133
"Itarema, CE",41445
"Itatira, CE",20786
"Jaguaretama, CE",18102
"Jaguaribara, CE",11359
"Jaguaribe, CE",34729
"Jaguaruana, CE",33967
"Jardim, CE",27284
"Jati, CE",7902
"Jijoca de Jericoacoara, CE",19587
"Juazeiro do Norte, CE",271926
"Jucás, CE",24773
"Lavras da Mangabeira, CE",31584
"Limoeiro do Norte, CE",59278
"Madalena, CE",19906
"Maracanaú, CE",226128
"Maranguape, CE",127098
"Marco, CE",27127
"Martinópole, CE",11143
"Massapê, CE",38424
"Mauriti, CE",46854
"Meruoca, CE",15030
"Milagres, CE",28466
"Milhã, CE",13241
"Miraíma, CE",13669
"Missão Velha, CE",35662
"Mombaça, CE",44060
"Monsenhor Tabosa, CE",17167
"Morada Nova, CE",62069
"Moraújo, CE",8689
"Morrinhos, CE",22354
"Mucambo, CE",14485
"Mulungu, CE",12892
"Nova Olinda, CE",15520
"Nova Russas, CE",32262
"Novo Oriente, CE",28557
"Ocara, CE",25557
"Orós, CE",21471
"Pacajus, CE",71193
"Pacatuba, CE",83157
"Pacoti, CE",12046
"Pacujá, CE",6246
"Palhano, CE",9348
"Palmácia, CE",13214
"Paracuru, CE",34097
"Paraipaba, CE",32700
"Parambu, CE",31398
"Paramoti, CE",11664
"Pedra Branca, CE",43160
"Penaforte, CE",9010
"Pentecoste, CE",37326
"Pereiro, CE",16281
"Pindoretama, CE",20748
"Piquet Carneiro, CE",16827
"Pires Ferreira, CE",10853
"Poranga, CE",12334
"Porteiras, CE",15047
"Potengi, CE",10986
"Potiretama, CE",6400
"Quiterianópolis, CE",21000
"Quixadá, CE",87116
"Quixelô, CE",14986
"Quixeramobim, CE",79081
"Quixeré, CE",22008
"Redenção, CE",27633
"Reriutaba, CE",18945
"Russas, CE",76884
"Saboeiro, CE",15808
"Salitre, CE",16435
"Santana do Acaraú, CE",32216
"Santana do Cariri, CE",17622
"Santa Quitéria, CE",43695
"São Benedito, CE",46949
"São Gonçalo do Amarante, CE",48516
"São João do Jaguaribe, CE",7691
"São Luís do Curu, CE",12938
"Senador Pompeu, CE",26664
"Senador Sá, CE",7553
"Sobral, CE",206644
"Solonópole, CE",18291
"Tabuleiro do Norte, CE",30695
"Tamboril, CE",25731
"Tarrafas, CE",8926
"Tauá, CE",58517
"Tejuçuoca, CE",18998
"Tianguá, CE",75140
"Trairi, CE",55535
"Tururu, CE",16015
"Ubajara, CE",34530
"Umari, CE",7729
"Umirim, CE",19811
"Uruburetama, CE",21725
"Uruoca, CE",13763
"Varjota, CE",18368
"Várzea Alegre, CE",40704
"Viçosa do Ceará, CE",60355
"Acari, RN",11152
"Açu, RN",57644
"Afonso Bezerra, RN",11041
"Água Nova, RN",3230
"Alexandria, RN",13602
"Almino Afonso, RN",4761
"Alto do Rodrigues, RN",14326
"Angicos, RN",11724
"Antônio Martins, RN",7137
"Apodi, RN",35814
"Areia Branca, RN",27162
"Arês, RN",14192
"Augusto Severo, RN",9638
"Baía Formosa, RN",9218
"Baraúna, RN",27994
"Barcelona, RN",4002
"Bento Fernandes, RN",5469
"Bodó, RN",2250
"Bom Jesus, RN",10152
"Brejinho, RN",12609
"Caiçara do Norte, RN",6537
"Caiçara do Rio do Vento, RN",3652
"Caicó, RN",67554
"Campo Redondo, RN",11142
"Canguaretama, RN",33999
"Caraúbas, RN",20443
"Carnaúba dos Dantas, RN",8119
"Carnaubais, RN",10651
"Ceará-Mirim, RN",73099
"Cerro Corá, RN",11178
"Coronel Ezequiel, RN",5508
"Coronel João Pessoa, RN",4908
"Cruzeta, RN",8014
"Currais Novos, RN",44664
"Doutor Severiano, RN",7080
"Parnamirim, RN",255793
"Encanto, RN",5608
"Equador, RN",6036
"Espírito Santo, RN",10527
"Extremoz, RN",28222
"Felipe Guerra, RN",5972
"Fernando Pedroza, RN",3039
"Florânia, RN",9121
"Francisco Dantas, RN",2836
"Frutuoso Gomes, RN",4095
"Galinhos, RN",2726
"Goianinha, RN",25980
"Governador Dix-Sept Rosado, RN",12997
"Grossos, RN",10302
"Guamaré, RN",15349
"Ielmo Marinho, RN",13628
"Ipanguaçu, RN",15354
"Ipueira, RN",2228
"Itajá, RN",7501
"Itaú, RN",5858
"Jaçanã, RN",9026
"Jandaíra, RN",6863
"Janduís, RN",5289
"Januário Cicco, RN",10087
"Japi, RN",5117
"Jardim de Angicos, RN",2617
"Jardim de Piranhas, RN",14730
"Jardim do Seridó, RN",12395
"João Câmara, RN",34747
"João Dias, RN",2655
"José da Penha, RN",5957
"Jucurutu, RN",18274
"Jundiá, RN",3873
"Lagoa d'Anta, RN",6728
"Lagoa de Pedras, RN",7503
"Lagoa de Velhos, RN",2731
"Lagoa Nova, RN",15477
"Lagoa Salgada, RN",8192
"Lajes, RN",11208
"Lajes Pintadas, RN",4755
"Lucrécia, RN",3966
"Luís Gomes, RN",10086
"Macaíba, RN",79743
"Macau, RN",31584
"Major Sales, RN",3978
"Marcelino Vieira, RN",8358
"Martins, RN",8692
"Maxaranguape, RN",12194
"Messias Targino, RN",4568
"Montanhas, RN",11295
"Monte Alegre, RN",22239
"Monte das Gameleiras, RN",2127
"Mossoró, RN",294076
"Natal, RN",877640
"Nísia Floresta, RN",27260
"Nova Cruz, RN",37233
"Olho-d'Água do Borges, RN",4272
"Ouro Branco, RN",4812
"Paraná, RN",4232
"Paraú, RN",3787
"Parazinho, RN",5201
"Parelhas, RN",21408
"Rio do Fogo, RN",10789
"Passa e Fica, RN",13076
"Passagem, RN",3075
"Patu, RN",12701
"Santa Maria, RN",5480
"Pau dos Ferros, RN",30183
"Pedra Grande, RN",3275
"Pedra Preta, RN",2478
"Pedro Avelino, RN",6780
"Pedro Velho, RN",14767
"Pendências, RN",14984
"Pilões, RN",3806
"Poço Branco, RN",15294
"Portalegre, RN",7827
"Porto do Mangue, RN",6765
"Serra Caiada, RN",10266
"Pureza, RN",9516
"Rafael Fernandes, RN",5067
"Rafael Godeiro, RN",3194
"Riacho da Cruz, RN",3543
"Riacho de Santana, RN",4209
"Riachuelo, RN",8034
"Rodolfo Fernandes, RN",4472
"Tibau, RN",4071
"Ruy Barbosa, RN",3608
"Santa Cruz, RN",39355
"Santana do Matos, RN",12954
"Santana do Seridó, RN",2670
"Santo Antônio, RN",23988
"São Bento do Norte, RN",2778
"São Bento do Trairí, RN",4401
"São Fernando, RN",3573
"São Francisco do Oeste, RN",4200
"São Gonçalo do Amarante, RN",101102
"São João do Sabugi, RN",6179
"São José de Mipibu, RN",43640
"São José do Campestre, RN",12833
"São José do Seridó, RN",4602
"São Miguel, RN",23380
"São Miguel do Gostoso, RN",9531
"São Paulo do Potengi, RN",17436
"São Pedro, RN",6014
"São Rafael, RN",8212
"São Tomé, RN",11057
"São Vicente, RN",6397
"Senador Elói de Souza, RN",6044
"Senador Georgino Avelino, RN",4395
"Serra de São Bento, RN",5774
"Serra do Mel, RN",11790
"Serra Negra do Norte, RN",8065
"Serrinha, RN",6281
"Serrinha dos Pintos, RN",4784
"Severiano Melo, RN",2799
"Sítio Novo, RN",5481
"Taboleiro Grande, RN",2545
"Taipu, RN",12261
"Tangará, RN",15581
"Tenente Ananias, RN",10715
"Tenente Laurentino Cruz, RN",5883
"Tibau do Sul, RN",13916
"Timbaúba dos Batistas, RN",2407
"Touros, RN",33734
"Triunfo Potiguar, RN",3259
"Umarizal, RN",10591
"Upanema, RN",14516
"Várzea, RN",5485
"Venha-Ver, RN",4149
"Vera Cruz, RN",12323
"Viçosa, RN",1712
"Vila Flor, RN",3146
"Água Branca, PB",10161
"Aguiar, PB",5571
"Alagoa Grande, PB",28623
"Alagoa Nova, PB",20589
"Alagoinha, PB",14367
"Alcantil, PB",5473
"Algodão de Jandaíra, PB",2488
"Alhandra, PB",19391
"São João do Rio do Peixe, PB",17941
"Amparo, PB",2227
"Aparecida, PB",8337
"Araçagi, PB",17079
"Arara, PB",13438
"Araruna, PB",20215
"Areia, PB",22978
"Areia de Baraúnas, PB",2140
"Areial, PB",6935
"Aroeiras, PB",19190
"Assunção, PB",3870
"Baía da Traição, PB",8933
"Bananeiras, PB",21210
"Baraúna, PB",4831
"Barra de Santana, PB",8249
"Barra de Santa Rosa, PB",15268
"Barra de São Miguel, PB",5939
"Bayeux, PB",96550
"Belém, PB",17640
"Belém do Brejo do Cruz, PB",7335
"Bernardino Batista, PB",3393
"Boa Ventura, PB",5423
"Boa Vista, PB",6972
"Bom Jesus, PB",2547
"Bom Sucesso, PB",4994
"Bonito de Santa Fé, PB",11797
"Boqueirão, PB",17751
"Igaracy, PB",6186
"Borborema, PB",5395
"Brejo do Cruz, PB",13993
"Brejo dos Santos, PB",6433
"Caaporã, PB",21698
"Cabaceiras, PB",5503
"Cabedelo, PB",66680
"Cachoeira dos Índios, PB",10182
"Cacimba de Areia, PB",3729
"Cacimba de Dentro, PB",17159
"Cacimbas, PB",7145
"Caiçara, PB",7292
"Cajazeiras, PB",61776
"Cajazeirinhas, PB",3181
"Caldas Brandão, PB",5982
"Camalaú, PB",5994
"Campina Grande, PB",407472
"Capim, PB",6424
"Caraúbas, PB",4140
"Carrapateira, PB",2631
"Casserengue, PB",7431
"Catingueira, PB",4929
"Catolé do Rocha, PB",30343
"Caturité, PB",4807
"Conceição, PB",18904
"Condado, PB",6649
"Conde, PB",24323
"Congo, PB",4785
"Coremas, PB",15423
"Coxixola, PB",1907
"Cruz do Espírito Santo, PB",17366
"Cubati, PB",7763
"Cuité, PB",20343
"Cuitegi, PB",6823
"Cuité de Mamanguape, PB",6349
"Curral de Cima, PB",5242
"Curral Velho, PB",2521
"Damião, PB",5289
"Desterro, PB",8279
"Vista Serrana, PB",3773
"Diamante, PB",6575
"Dona Inês, PB",10429
"Duas Estradas, PB",3610
"Emas, PB",3505
"Esperança, PB",33003
"Fagundes, PB",11355
"Frei Martinho, PB",2990
"Gado Bravo, PB",8448
"Guarabira, PB",58492
"Gurinhém, PB",14131
"Gurjão, PB",3403
"Ibiara, PB",5956
"Imaculada, PB",11790
"Ingá, PB",18101
"Itabaiana, PB",24537
"Itaporanga, PB",24653
"Itapororoca, PB",18501
"Itatuba, PB",10801
"Jacaraú, PB",14349
"Jericó, PB",7732
"João Pessoa, PB",800323
"Juarez Távora, PB",7896
"Juazeirinho, PB",18041
"Junco do Seridó, PB",7104
"Juripiranga, PB",10717
"Juru, PB",9886
"Lagoa, PB",4679
"Lagoa de Dentro, PB",7643
"Lagoa Seca, PB",27385
"Lastro, PB",2749
"Livramento, PB",7371
"Logradouro, PB",4294
"Lucena, PB",12944
"Mãe d'Água, PB",4020
"Malta, PB",5766
"Mamanguape, PB",44657
"Manaíra, PB",11092
"Marcação, PB",8460
"Mari, PB",21808
"Marizópolis, PB",6565
"Massaranduba, PB",13742
"Mataraca, PB",8327
"Matinhas, PB",4516
"Mato Grosso, PB",2889
"Maturéia, PB",6506
"Mogeiro, PB",13308
"Montadas, PB",5598
"Monte Horebe, PB",4789
"Monteiro, PB",33007
"Mulungu, PB",9878
"Natuba, PB",10458
"Nazarezinho, PB",7312
"Nova Floresta, PB",10651
"Nova Olinda, PB",5978
"Nova Palmeira, PB",4840
"Olho d'Água, PB",6592
"Olivedos, PB",3912
"Ouro Velho, PB",3033
"Parari, PB",1786
"Passagem, PB",2402
"Patos, PB",106984
"Paulista, PB",12260
"Pedra Branca, PB",3800
"Pedra Lavrada, PB",7766
"Pedras de Fogo, PB",28389
"Piancó, PB",16038
"Picuí, PB",18706
"Pilar, PB",11855
"Pilões, PB",6680
"Pilõezinhos, PB",5105
"Pirpirituba, PB",10572
"Pitimbu, PB",18904
"Pocinhos, PB",18429
"Poço Dantas, PB",3777
"Poço de José de Moura, PB",4276
"Pombal, PB",32749
"Prata, PB",4141
"Princesa Isabel, PB",23215
"Puxinanã, PB",13630
"Queimadas, PB",43917
"Quixabá, PB",1929
"Remígio, PB",19340
"Pedro Régis, PB",6064
"Riachão, PB",3564
"Riachão do Bacamarte, PB",4500
"Riachão do Poço, PB",4477
"Riacho de Santo Antônio, PB",1951
"Riacho dos Cavalos, PB",8587
"Rio Tinto, PB",24088
"Salgadinho, PB",3919
"Salgado de São Félix, PB",12149
"Santa Cecília, PB",6574
"Santa Cruz, PB",6585
"Santa Helena, PB",5907
"Santa Inês, PB",3597
"Santa Luzia, PB",15336
"Santana de Mangueira, PB",5198
"Santana dos Garrotes, PB",7077
"Joca Claudino, PB",2685
"Santa Rita, PB",135807
"Santa Teresinha, PB",4585
"Santo André, PB",2532
"São Bento, PB",33796
"São Bentinho, PB",4492
"São Domingos do Cariri, PB",2581
"São Domingos, PB",3087
"São Francisco, PB",3371
"São João do Cariri, PB",4313
"São João do Tigre, PB",4430
"São José da Lagoa Tapada, PB",7680
"São José de Caiana, PB",6255
"São José de Espinharas, PB",4665
"São José dos Ramos, PB",5915
"São José de Piranhas, PB",20053
"São José de Princesa, PB",3908
"São José do Bonfim, PB",3526
"São José do Brejo do Cruz, PB",1791
"São José do Sabugi, PB",4134
"São José dos Cordeiros, PB",3723
"São Mamede, PB",7745
"São Miguel de Taipu, PB",7124
"São Sebastião de Lagoa de Roça, PB",11753
"São Sebastião do Umbuzeiro, PB",3466
"Sapé, PB",52443
"São Vicente do Seridó, PB",10728
"Serra Branca, PB",13630
"Serra da Raiz, PB",3141
"Serra Grande, PB",3089
"Serra Redonda, PB",7041
"Serraria, PB",6131
"Sertãozinho, PB",4958
"Sobrado, PB",7751
"Solânea, PB",26592
"Soledade, PB",14837
"Sossêgo, PB",3516
"Sousa, PB",69161
"Sumé, PB",16864
"Tacima, PB",10887
"Taperoá, PB",15185
"Tavares, PB",14614
"Teixeira, PB",15072
"Tenório, PB",3035
"Triunfo, PB",9466
"Uiraúna, PB",15300
"Umbuzeiro, PB",9902
"Várzea, PB",2779
"Vieirópolis, PB",5323
"Zabelê, PB",2225
"Abreu e Lima, PE",99622
"Afogados da Ingazeira, PE",37111
"Afrânio, PE",19456
"Agrestina, PE",24702
"Água Preta, PE",36454
"Águas Belas, PE",43195
"Alagoinha, PE",14554
"Aliança, PE",38375
"Altinho, PE",22959
"Amaraji, PE",22788
"Angelim, PE",11072
"Araçoiaba, PE",20312
"Araripina, PE",83964
"Arcoverde, PE",73844
"Barra de Guabiraba, PE",14257
"Barreiros, PE",42552
"Belém de Maria, PE",12023
"Belém do São Francisco, PE",20728
"Belo Jardim, PE",76185
"Betânia, PE",12671
"Bezerros, PE",60714
"Bodocó, PE",37909
"Bom Conselho, PE",48336
"Bom Jardim, PE",39132
"Bonito, PE",38152
"Brejão, PE",8999
"Brejinho, PE",7486
"Brejo da Madre de Deus, PE",50249
"Buenos Aires, PE",13119
"Buíque, PE",57825
"Cabo de Santo Agostinho, PE",205112
"Cabrobó, PE",33934
"Cachoeirinha, PE",20258
"Caetés, PE",28570
"Calçado, PE",11089
"Calumbi, PE",5753
"Camaragibe, PE",156736
"Camocim de São Félix, PE",18627
"Camutanga, PE",8530
"Canhotinho, PE",24835
"Capoeiras, PE",20048
"Carnaíba, PE",19491
"Carnaubeira da Penha, PE",12836
"Carpina, PE",82872
"Caruaru, PE",356872
"Casinhas, PE",14313
"Catende, PE",42434
"Cedro, PE",11722
"Chã de Alegria, PE",13428
"Chã Grande, PE",21579
"Condado, PE",26249
"Correntes, PE",18144
"Cortês, PE",12596
"Cumaru, PE",11635
"Cupira, PE",24041
"Custódia, PE",36841
"Dormentes, PE",18734
"Escada, PE",68448
"Exu, PE",31885
"Feira Nova, PE",22013
"Fernando de Noronha, PE",3021
"Ferreiros, PE",14365
"Flores, PE",22631
"Floresta, PE",32556
"Frei Miguelinho, PE",15366
"Gameleira, PE",30780
"Garanhuns, PE",138983
"Glória do Goitá, PE",30504
"Goiana, PE",79455
"Granito, PE",7435
"Gravatá, PE",83437
"Iati, PE",19152
"Ibimirim, PE",29055
"Ibirajuba, PE",7756
"Igarassu, PE",115640
"Iguaracy, PE",12209
"Inajá, PE",22840
"Ingazeira, PE",4554
"Ipojuca, PE",94709
"Ipubi, PE",30512
"Itacuruba, PE",4869
"Itaíba, PE",26390
"Ilha de Itamaracá, PE",25836
"Itambé, PE",36422
"Itapetim, PE",13680
"Itapissuma, PE",26397
"Itaquitinga, PE",16903
"Jaboatão dos Guararapes, PE",697636
"Jaqueira, PE",11668
"Jataúba, PE",17070
"Jatobá, PE",14740
"João Alfredo, PE",33563
"Joaquim Nabuco, PE",16036
"Jucati, PE",11361
"Jupi, PE",14747
"Jurema, PE",15323
"Lagoa do Carro, PE",17886
"Lagoa de Itaenga, PE",21397
"Lagoa do Ouro, PE",13065
"Lagoa dos Gatos, PE",16262
"Lagoa Grande, PE",25349
"Lajedo, PE",39982
"Limoeiro, PE",56302
"Macaparana, PE",25278
"Machados, PE",15851
"Manari, PE",21085
"Maraial, PE",11473
"Mirandiba, PE",15308
"Moreno, PE",62263
"Nazaré da Mata, PE",32366
"Olinda, PE",391835
"Orobó, PE",23833
"Orocó, PE",14827
"Ouricuri, PE",68939
"Palmares, PE",62994
"Palmeirina, PE",7789
"Panelas, PE",26492
"Paranatama, PE",11478
"Parnamirim, PE",21914
"Passira, PE",28972
"Paudalho, PE",56074
"Paulista, PE",329117
"Pedra, PE",22566
"Pesqueira, PE",67047
"Petrolândia, PE",36187
"Petrolina, PE",343865
"Poção, PE",11299
"Pombos, PE",27033
"Primavera, PE",14831
"Quipapá, PE",25896
"Quixaba, PE",6822
"Recife, PE",1637834
"Riacho das Almas, PE",20443
"Ribeirão, PE",47209
"Rio Formoso, PE",23440
"Sairé, PE",10103
"Salgadinho, PE",10768
"Salgueiro, PE",60604
"Saloá, PE",15823
"Sanharó, PE",26026
"Santa Cruz, PE",15236
"Santa Cruz da Baixa Verde, PE",12531
"Santa Cruz do Capibaribe, PE",105936
"Santa Filomena, PE",14390
"Santa Maria da Boa Vista, PE",41759
"Santa Maria do Cambucá, PE",14048
"Santa Terezinha, PE",11764
"São Benedito do Sul, PE",15717
"São Bento do Una, PE",58956
"São Caetano, PE",37119
"São João, PE",22686
"São Joaquim do Monte, PE",21314
"São José da Coroa Grande, PE",21004
"São José do Belmonte, PE",33895
"São José do Egito, PE",33789
"São Lourenço da Mata, PE",112362
"São Vicente Ferrer, PE",17950
"Serra Talhada, PE",85774
"Serrita, PE",19133
"Sertânia, PE",35761
"Sirinhaém, PE",45359
"Moreilândia, PE",11270
"Solidão, PE",5993
"Surubim, PE",64520
"Tabira, PE",28371
"Tacaimbó, PE",12890
"Tacaratu, PE",25417
"Tamandaré, PE",23149
"Taquaritinga do Norte, PE",28416
"Terezinha, PE",7139
"Terra Nova, PE",9983
"Timbaúba, PE",50956
"Toritama, PE",44254
"Tracunhaém, PE",13724
"Trindade, PE",30222
"Triunfo, PE",15265
"Tupanatinga, PE",27052
"Tuparetama, PE",8192
"Venturosa, PE",18298
"Verdejante, PE",9514
"Vertente do Lério, PE",7666
"Vertentes, PE",20503
"Vicência, PE",32513
"Vitória de Santo Antão, PE",137915
"Xexéu, PE",14691
"Água Branca, AL",20162
"Anadia, AL",17564
"Arapiraca, AL",230417
"Atalaia, AL",47000
"Barra de Santo Antônio, AL",15792
"Barra de São Miguel, AL",8264
"Batalha, AL",18455
"Belém, AL",4406
"Belo Monte, AL",6696
"Boca da Mata, AL",27168
"Branquinha, AL",10529
"Cacimbinhas, AL",10730
"Cajueiro, AL",21194
"Campestre, AL",6918
"Campo Alegre, AL",56579
"Campo Grande, AL",9549
"Canapi, AL",17726
"Capela, AL",17124
"Carneiros, AL",9000
"Chã Preta, AL",7319
"Coité do Nóia, AL",10744
"Colônia Leopoldina, AL",21575
"Coqueiro Seco, AL",5826
"Coruripe, AL",56562
"Craíbas, AL",24129
"Delmiro Gouveia, AL",51763
"Dois Riachos, AL",11054
"Estrela de Alagoas, AL",18153
"Feira Grande, AL",22152
"Feliz Deserto, AL",4729
"Flexeiras, AL",12773
"Girau do Ponciano, AL",40588
"Ibateguara, AL",15606
"Igaci, AL",25649
"Igreja Nova, AL",24408
"Inhapi, AL",18378
"Jacaré dos Homens, AL",5288
"Jacuípe, AL",7036
"Japaratinga, AL",8317
"Jaramataia, AL",5597
"Jequiá da Praia, AL",11624
"Joaquim Gomes, AL",23903
"Jundiá, AL",4175
"Junqueiro, AL",24731
"Lagoa da Canoa, AL",17934
"Limoeiro de Anadia, AL",28495
"Maceió, AL",1012382
"Major Isidoro, AL",19891
"Maragogi, AL",32369
"Maravilha, AL",9326
"Marechal Deodoro, AL",51364
"Maribondo, AL",13337
"Mar Vermelho, AL",3534
"Mata Grande, AL",25226
"Matriz de Camaragibe, AL",24649
"Messias, AL",17676
"Minador do Negrão, AL",5337
"Monteirópolis, AL",7153
"Murici, AL",28137
"Novo Lino, AL",12615
"Olho d'Água das Flores, AL",21437
"Olho d'Água do Casado, AL",9303
"Olho d'Água Grande, AL",5117
"Olivença, AL",11591
"Ouro Branco, AL",11456
"Palestina, AL",4985
"Palmeira dos Índios, AL",73096
"Pão de Açúcar, AL",24446
"Pariconha, AL",10527
"Paripueira, AL",13016
"Passo de Camaragibe, AL",15232
"Paulo Jacinto, AL",7568
"Penedo, AL",63516
"Piaçabuçu, AL",17805
"Pilar, AL",35008
"Pindoba, AL",2911
"Piranhas, AL",24891
"Poço das Trincheiras, AL",14354
"Porto Calvo, AL",27079
"Porto de Pedras, AL",7873
"Porto Real do Colégio, AL",20018
"Quebrangulo, AL",11342
"Rio Largo, AL",74838
"Roteiro, AL",6680
"Santa Luzia do Norte, AL",7272
"Santana do Ipanema, AL",47486
"Santana do Mundaú, AL",10755
"São Brás, AL",6953
"São José da Laje, AL",23855
"São José da Tapera, AL",32111
"São Luís do Quitunde, AL",34415
"São Miguel dos Campos, AL",60775
"São Miguel dos Milagres, AL",7888
"São Sebastião, AL",34011
"Satuba, AL",13716
"Senador Rui Palmeira, AL",13818
"Tanque d'Arca, AL",6187
"Taquarana, AL",19886
"Teotônio Vilela, AL",43960
"Traipu, AL",27632
"União dos Palmares, AL",65461
"Viçosa, AL",25773
"Amparo de São Francisco, SE",2368
"Aquidabã, SE",21443
"Aracaju, SE",648939
"Arauá, SE",10168
"Areia Branca, SE",18396
"Barra dos Coqueiros, SE",29873
"Boquim, SE",26731
"Brejo Grande, SE",8264
"Campo do Brito, SE",17997
"Canhoba, SE",4011
"Canindé de São Francisco, SE",29430
"Capela, SE",33904
"Carira, SE",21724
"Carmópolis, SE",16324
"Cedro de São João, SE",5880
"Cristinápolis, SE",18190
"Cumbe, SE",3977
"Divina Pastora, SE",5059
"Estância, SE",68804
"Feira Nova, SE",5567
"Frei Paulo, SE",15283
"Gararu, SE",11606
"General Maynard, SE",3307
"Gracho Cardoso, SE",5811
"Ilha das Flores, SE",8519
"Indiaroba, SE",17761
"Itabaiana, SE",94696
"Itabaianinha, SE",41684
"Itabi, SE",4921
"Itaporanga d'Ajuda, SE",33994
"Japaratuba, SE",18576
"Japoatã, SE",13085
"Lagarto, SE",103576
"Laranjeiras, SE",29567
"Macambira, SE",6877
"Malhada dos Bois, SE",3665
"Malhador, SE",12581
"Maruim, SE",17153
"Moita Bonita, SE",11322
"Monte Alegre de Sergipe, SE",15120
"Muribeca, SE",7610
"Neópolis, SE",18735
"Nossa Senhora Aparecida, SE",8783
"Nossa Senhora da Glória, SE",36514
"Nossa Senhora das Dores, SE",26460
"Nossa Senhora de Lourdes, SE",6470
"Nossa Senhora do Socorro, SE",181503
"Pacatuba, SE",14347
"Pedra Mole, SE",3236
"Pedrinhas, SE",9538
"Pinhão, SE",6523
"Pirambu, SE",9199
"Poço Redondo, SE",34412
"Poço Verde, SE",23586
"Porto da Folha, SE",28497
"Propriá, SE",29559
"Riachão do Dantas, SE",19800
"Riachuelo, SE",10140
"Ribeirópolis, SE",18528
"Rosário do Catete, SE",10697
"Salgado, SE",19970
"Santa Luzia do Itanhy, SE",13947
"Santana do São Francisco, SE",7714
"Santa Rosa de Lima, SE",3904
"Santo Amaro das Brotas, SE",12051
"São Cristóvão, SE",89027
"São Domingos, SE",11065
"São Francisco, SE",3987
"São Miguel do Aleixo, SE",3913
"Simão Dias, SE",40486
"Siriri, SE",8813
"Telha, SE",3204
"Tobias Barreto, SE",51843
"Tomar do Geru, SE",13061
"Umbaúba, SE",25033
"Abaíra, BA",8767
"Abaré, BA",19814
"Acajutiba, BA",15129
"Adustina, BA",16784
"Água Fria, BA",16901
"Érico Cardoso, BA",10662
"Aiquara, BA",4478
"Alagoinhas, BA",150832
"Alcobaça, BA",22449
"Almadina, BA",5566
"Amargosa, BA",37031
"Amélia Rodrigues, BA",25224
"América Dourada, BA",16097
"Anagé, BA",18194
"Andaraí, BA",13153
"Andorinha, BA",14690
"Angical, BA",14017
"Anguera, BA",11142
"Antas, BA",19093
"Antônio Cardoso, BA",11691
"Antônio Gonçalves, BA",11715
"Aporá, BA",17673
"Apuarema, BA",7360
"Aracatu, BA",13229
"Araças, BA",12143
"Araci, BA",54099
"Aramari, BA",11332
"Arataca, BA",11079
"Aratuípe, BA",8813
"Aurelino Leal, BA",11774
"Baianópolis, BA",13824
"Baixa Grande, BA",20488
"Banzaê, BA",13217
"Barra, BA",53231
"Barra da Estiva, BA",20813
"Barra do Choça, BA",32018
"Barra do Mendes, BA",13900
"Barra do Rocha, BA",5821
"Barreiras, BA",153831
"Barro Alto, BA",14802
"Barrocas, BA",15846
"Barro Preto, BA",5743
"Belmonte, BA",23214
"Belo Campo, BA",17317
"Biritinga, BA",15975
"Boa Nova, BA",12953
"Boa Vista do Tupim, BA",18622
"Bom Jesus da Lapa, BA",68609
"Bom Jesus da Serra, BA",9942
"Boninal, BA",14288
"Bonito, BA",16637
"Boquira, BA",21520
"Botuporã, BA",10300
"Brejões, BA",14370
"Brejolândia, BA",10493
